Name,Group,SRR8743058,SRR8743059,SRR8743060,SRR8743061,SRR8743062,SRR8743063,SRR8743064,SRR8743065,SRR8743066,SRR8743067,SRR8743068,SRR8743069,SRR8743070,SRR8743071,SRR8743072,SRR8743073,SRR8743074,SRR8743075,SRR8743076,SRR8743077,SRR8743078,SRR8743079,SRR8743080,SRR8743081,SRR8743082,SRR8743083,SRR8743084,SRR8743085,SRR8743086,SRR8743087,SRR8743088,SRR8743089,SRR8743090,SRR8743091,SRR8743092,SRR8743093,SRR8743094,SRR8743095,SRR8743096,SRR8743097,SRR8743098,SRR8743099,SRR8743100,SRR8743101,SRR8743102,SRR8743103,SRR8743104,SRR8743105,SRR8743106,SRR8743107,SRR8743108,SRR8743109,SRR8743110,SRR8743111,SRR8743112,SRR8743113,SRR8743114,SRR8743115,SRR8743116,SRR8743117,SRR8743118,SRR8743119,SRR8743120,SRR8743121,SRR8743122,SRR8743123,SRR8743124,SRR8743125,SRR8743126,SRR8743127,SRR8743128,SRR8743129,SRR8743130,SRR8743131,SRR8743132,SRR8743133,SRR8743134,SRR8743135,SRR8743136,SRR8743137,SRR8743138,SRR8743139,SRR8743140,SRR8743141,SRR8743142,SRR8743143,SRR8743144,SRR8743145,SRR8743146,SRR8743147,SRR8743148,SRR8743149,SRR8743150,SRR8743151,SRR8743152,SRR8743153,SRR8743154,SRR8743155,SRR8743156,SRR8743157,SRR8743158,SRR8743159,SRR8743160,SRR8743161,SRR8743162,SRR8743163,SRR8743164,SRR8743165,SRR8743166,SRR8743167,SRR8743168,SRR8743169,SRR8743170,SRR8743171,SRR8743172,SRR8743173,SRR8743174,SRR8743175,SRR8743176,SRR8743177,SRR8743178,SRR8743179,SRR8743180,SRR8743181,SRR8743182,SRR8743183,SRR8743184,SRR8743185,SRR8743186,SRR8743187,SRR8743188,SRR8743189,SRR8743190,SRR8743191,SRR8743192,SRR8743193,SRR8743194,SRR8743195,SRR8743196,SRR8743197,SRR8743198,SRR8743199,SRR8743200,SRR8743201,SRR8743202,SRR8743203,SRR8743204,SRR8743205,SRR8743206,SRR8743207,SRR8743208,SRR8743209,SRR8743210,SRR8743211,SRR8743212,SRR8743213,SRR8743214,SRR8743215,SRR8743216,SRR8743217,SRR8743218,SRR8743219,SRR8743220,SRR8743221,SRR8743222,SRR8743223,SRR8743224,SRR8743225,SRR8743226,SRR8743227,SRR8743228,SRR8743229,SRR8743230,SRR8743231,SRR8743232,SRR8743233,SRR8743234,SRR8743235,SRR8743236,SRR8743237,SRR8743238,SRR8743239,SRR8743240,SRR8743241,SRR8743242,SRR8743243,SRR8743244,SRR8743245,SRR8743246,SRR8743247,SRR8743248,SRR8743249,SRR8743250,SRR8743251,SRR8743252,SRR8743253,SRR8743254,SRR8743255
Sobic.002G004100,Sorg_cytoskeleton,517.0181225,351.9859328,297.9445591,303.5962874,278.252204,300.4324906,242.9769102,220.2512321,219.6041355,200.3042656,167.9389922,118.0718905,160.2477821,86.20476542,78.05693831,93.97336002,216.763532,131.8258523,144.7764882,104.0267052,102.082802,105.9165349,201.4863095,99.9502118,90.52367903,165.2803985,112.3695549,130.7074437,119.5265187,180.514642,193.4896717,111.9435811,99.24417663,140.6530483,114.803459,100.7570861,77.74881639,89.80801014,84.55465256,57.0844622,95.06764809,53.59531024,68.32987206,78.5876843,20.82292016,11.92106188,8.706599897,15.20609078,17.77262303,9.532023167,6.257567368,37.73092504,18.1376749,28.78754246,14.60099053,10.88045571,31.49210456,37.7690836,32.0177641,402.8936423,519.1682194,817.2164093,432.4558937,514.3873415,490.9560834,315.3567437,321.6334184,402.134659,290.3051988,233.0137457,292.0198105,271.5668357,230.3503566,247.903513,198.6265657,103.6452106,146.4263765,127.3814379,91.89600651,84.63378736,53.19887617,85.71479969,115.1942954,136.2680868,132.8580767,88.70101744,136.9838384,101.2422546,62.21641106,69.7354535,81.21988364,70.78192257,22.03634715,43.829107,52.84446671,23.11077028,146.6768168,159.0585426,140.175839,134.2532635,380.5758181,387.4598547,390.1080404,387.531529,337.4292275,323.376757,270.7299727,300.0229521,197.0016298,176.6214629,323.7624359,189.8717518,253.5276201,124.2937112,106.4602657,79.87111463,200.2821518,152.2272149,100.968838,58.42831332,80.31548984,121.5919272,34.33107797,69.33231084,74.3497807,40.1319839,111.3154315,90.61187753,133.7524589,131.7899542,65.40027006,96.56060127,79.98542618,52.27665217,58.55012586,94.33153945,55.4644598,52.10578893,136.3662296,108.5422787,49.6232977,42.46458354,39.31076326,23.95237636,9.077242303,3.236302024,17.6638834,6.549773693,13.95205761,4.558760253,6.195815058,21.74974339,6.722083432,16.83725665,7.382247729,34.88014403,25.15096439,6.521910588,663.4861871,866.1391851,599.6005383,756.0090805,572.7822862,663.8039271,373.3184454,313.9212963,241.2332972,297.3444036,216.6240524,455.7872144,231.172168,325.2559742,210.4121121,204.4138674,190.9507471,110.9253878,160.9744467,68.27854873,195.0796627,103.3643293,102.0986676,102.3461233,82.29302974,73.80268886,115.7537954,94.93972335,71.0060075,75.97895916,64.29015478,51.56632245,53.79029121,23.99398443,42.05440911,32.18509576,149.190319,125.4291528,53.89612617,139.8465588
Sobic.002G164600,Sorg_cytoskeleton,3036.199909,2922.020625,2892.653045,2482.925313,1997.691062,1731.47215,1730.068677,1502.096525,2386.083396,1594.421954,1332.830305,1168.068346,1104.477022,313.303341,237.4039426,342.2486569,983.8538951,1091.518057,1020.602571,1738.074509,866.7030051,1389.675982,1956.843477,1071.311008,1033.875703,1100.595486,1043.431581,1198.989435,893.1651945,1169.782384,871.5596717,828.7933024,614.4692638,391.3823954,366.9418969,761.9754634,501.6052671,635.4892891,406.7370356,524.1391529,286.6883763,192.5461146,152.5043521,157.1753686,35.02036572,18.19530498,11.60879986,27.3709634,32.58314221,7.625618534,28.15905316,18.11084402,85.10755144,263.2003882,19.46798737,27.80560904,25.49360846,289.0155962,249.5177478,3972.279505,3816.430995,3434.158348,2965.97009,2728.044309,2421.514701,2817.01024,2278.742426,2547.345652,2574.236916,1733.039734,1745.379944,2213.643427,1725.082367,3420.799018,1985.287201,603.9572766,680.513951,871.6325355,336.9520239,420.8968888,322.0688719,857.1479969,1185.288671,1177.961906,780.6881676,619.8120478,1086.650641,452.4263251,448.8469655,564.5889601,477.6502681,260.2276565,590.3421422,139.3540838,271.7715431,406.3643774,448.4925746,1150.027592,830.1675899,1048.995839,2842.492834,1973.146937,2098.924855,1878.258499,1545.013569,1409.809195,2042.780703,1842.739159,982.6056902,1751.876355,1320.260753,1062.196829,1071.358652,366.1883954,572.0776915,209.8106892,936.2916989,571.4200677,1083.120262,579.2570417,865.3346324,601.077074,245.3111571,990.8742757,333.9839355,334.4331992,646.6896498,423.7437802,1053.529642,764.3817343,452.8968702,463.7293073,308.330917,255.1100626,277.8650041,357.4668863,273.9265158,376.3195867,632.1091654,605.4956529,184.4692153,202.2655163,220.9536004,104.5194605,62.78425926,40.4537753,35.32776681,80.00080725,57.55223765,22.79380126,377.0596021,84.82399923,220.4843366,108.8809264,373.3308137,364.437367,250.1123681,161.7433826,4399.621998,3314.488969,4476.859355,3008.448506,2755.031614,2685.677074,3041.772185,2286.701207,1465.117483,2351.723919,1175.828013,1954.215294,2554.902792,2788.330761,1547.547147,2684.148758,1059.971494,434.1516836,877.1206071,589.9693351,738.27562,381.5547463,873.6178443,1032.438963,857.3214143,238.0396584,385.471377,573.4550124,242.9152888,209.1766407,389.2160722,284.9717819,438.9981831,137.743244,509.7504135,279.8703979,234.6639393,497.5356394,336.141629,569.1657148
Sobic.002G313000,Sorg_cytoskeleton,393.9883143,197.4882905,220.2198915,201.0299741,163.7560818,207.2371058,163.5070185,133.3321635,168.9262581,127.5270491,116.9045281,64.65841625,104.777396,42.63891623,35.56440385,67.28956644,177.8302762,109.6791091,103.2070015,69.04427338,63.0511424,76.56616983,145.5764958,61.13459557,50.82031104,115.6007411,64.21117424,97.19271451,77.4952154,129.4479999,71.91651515,99.61951715,64.4031359,48.92279942,97.6365866,60.45425164,35.11236869,62.47513749,59.77139233,47.22441873,56.44641605,32.75268959,32.67950403,19.3248404,5.678978224,10.03878896,2.902199966,8.109915082,6.664733635,34.3152834,20.33709395,16.60160702,16.74246914,45.23756672,26.76848263,8.462576665,11.99699222,29.55841325,35.32994659,365.1223633,379.0291056,695.8476356,263.1207546,385.1507209,355.5990323,139.1279751,159.2995704,274.9891418,232.0466725,143.2063645,205.1626361,166.9264036,146.3551989,141.4666786,115.9470346,81.89251208,75.84675615,77.28761398,69.43253825,58.50523556,46.00983885,41.75849216,63.66000536,108.0050762,117.5735192,58.03893734,89.56635587,70.65865684,54.80969546,46.0432802,34.80852156,43.71824629,19.71673166,32.59087444,47.18255956,36.59205294,112.8283206,81.24573039,89.82141137,103.5342965,260.1676497,247.1200648,252.4932409,259.1527283,175.7669931,181.5448461,172.2827099,232.0419207,152.95655,152.5070934,245.4756174,151.8974014,201.3122541,106.1277073,80.72261905,65.56584037,159.2407273,109.0583032,73.43188217,61.56962049,59.58891181,67.67852551,30.58586947,40.44384799,56.64745196,26.75465593,95.41322702,31.98066266,100.7724006,99.73293831,52.32021605,116.8264065,54.1836758,48.09452,44.65687566,78.19588138,39.61747129,27.9827385,73.35223181,90.45189893,28.04795087,34.64216026,13.55543561,32.66233141,8.320805444,19.41781214,9.296780739,8.421137606,43.60018004,6.078347004,7.080931495,30.44964075,6.049875089,8.979870216,4.218427274,22.85250816,29.34279179,16.95696753,550.1137901,610.90581,522.5767537,498.8101149,384.8017471,478.4972859,222.371145,189.2760757,163.5479981,203.0813759,116.573113,290.8496764,129.0961458,183.3260945,123.5322723,131.4089147,148.0842529,85.21420523,93.79613429,53.34261619,85.76778274,63.80514152,70.31323333,84.83954957,44.21715031,42.61845413,97.77262331,68.22301728,63.53169092,43.14854471,41.70172202,29.85418668,29.49790163,17.7733218,48.42628928,41.98055968,99.46021269,84.66467814,52.47780706,109.5301719
Sobic.003G043900,Sorg_cytoskeleton,289.9988336,237.7920233,205.9703691,237.1333164,240.3087216,197.4270652,193.6507706,184.8085051,192.857478,122.8532829,145.9823041,129.3168325,161.4804574,75.08156988,83.59944281,145.0206173,170.4645251,71.71326366,58.77065364,27.61770935,14.01136498,12.7610283,65.40393292,34.44885941,38.11523328,40.12587708,28.89502841,67.02945828,18.38869518,38.00308253,29.10906566,23.62112262,20.05999315,24.46139971,34.33374474,37.78390728,12.54013168,27.33287265,7.289194186,15.56848969,22.28148002,9.925057451,15.84460801,7.729936161,14.19744556,10.03878896,7.255499914,4.054957541,2.962103838,20.97045097,7.82195921,12.07389601,5.580823045,4.112506065,4.866996842,2.417879047,1.499624027,16.4213407,16.56091247,151.0851159,227.9983509,445.0188367,200.5970109,241.8388247,282.1850386,106.0022668,119.8539625,140.4514434,76.03231397,52.18537013,83.86209943,48.58305776,44.54288664,45.80825783,40.60592352,12.79570501,27.38910639,25.76253799,18.3792013,11.92825191,5.751229856,12.08798457,27.28285944,37.34754972,49.38087807,17.52118863,44.78317793,35.85663183,14.81343121,13.41066414,11.60284052,1.040910626,3.479423235,6.742939539,9.436511913,1.925897523,31.02778818,46.91654854,55.79814949,45.50958086,281.6691083,333.307001,357.7984788,291.2474285,289.6900442,338.9782672,222.2302182,363.4719148,412.4221112,167.4971069,281.3017886,302.7098214,299.451978,203.6504653,198.881815,67.95005274,123.1242737,87.47384734,37.63383961,44.60656178,33.68068929,34.41280958,12.48402835,20.22192399,12.98170774,15.1609717,37.98859965,10.66022089,25.65115651,29.91988149,13.08005401,44.10792897,21.93148782,29.27492522,8.931375132,12.41204466,11.31927751,8.684298156,30.03010832,50.01457941,11.32705708,7.822423284,18.97760985,14.15367694,2.269310576,12.94520809,8.367102665,2.33920489,31.39212963,18.23504101,7.966047932,6.524923018,2.01662503,5.612418885,8.436854548,25.25803533,19.56186119,18.26134965,310.4857691,327.3131709,270.1757366,398.788295,266.6159626,453.1128145,139.1660477,113.8734114,154.0076982,64.4592763,49.56652047,138.4297194,75.0558987,94.61991976,44.79741742,41.36947316,45.4644636,19.09973566,30.42036788,21.33704648,50.4516369,18.50349104,30.82223927,33.66648793,23.33682933,8.315795928,49.44822328,35.78130277,12.4571943,12.19415394,16.50693163,16.28410183,20.82204821,3.55466436,11.4693843,11.19481592,52.83823799,45.99068936,25.52974398,34.22817872
Sobic.003G159700,Sorg_cytoskeleton,2350.748121,1867.406285,1664.603297,1839.629396,1516.407944,1496.031178,1545.552376,1594.078841,1647.031016,1309.322216,1296.631441,1087.948134,1278.284231,696.1266541,602.2854885,823.7171064,1148.004919,978.6751275,1123.809572,1079.852436,915.7427825,1161.253576,1385.086515,1040.258515,849.6520751,1159.828923,1203.959517,1106.82393,960.1525841,942.9514852,941.7638889,689.1205774,546.8987606,538.1507937,437.7552454,721.672629,575.5920439,560.3238893,520.4484649,563.5793268,494.6488565,531.4868265,449.5907524,438.0297158,433.4953378,335.6720057,316.3397963,305.135555,513.1844899,798.7835414,500.6053894,362.2168803,495.2980453,592.2008734,413.6947316,301.0259414,424.3935996,620.7266783,554.2385372,2706.941659,2714.196929,3506.979612,1961.682457,2583.452842,2444.456574,1392.60478,1570.238623,1883.527778,1634.201034,1211.186032,1522.995627,1435.068783,1160.024033,1496.85219,1241.660649,481.1185085,634.1631556,874.4950397,435.655142,437.3692367,510.4216497,827.4774893,892.2505514,981.1302251,696.0352337,505.9243217,1011.57296,711.8596025,468.1044261,526.5920784,481.5178816,369.5232722,542.7900246,362.9949118,386.8969884,379.4018121,559.9105412,898.2802585,692.7136119,777.0760932,1671.73841,1773.31528,1336.658531,1144.391623,1095.831253,1042.464546,1602.663528,1142.081328,931.3532337,1033.659189,1252.589096,645.5639561,985.8009445,590.873181,558.0389752,560.2899086,965.8415246,775.9043861,713.2071556,701.7680213,740.9751643,680.2265361,481.259293,635.5461827,459.080392,643.8953862,762.4223603,680.9216091,829.9981355,693.1439212,541.1872348,641.3531294,485.0729072,460.0345391,486.2637572,637.9790957,544.4572483,508.5139031,787.6749724,795.9767106,491.9179076,496.165134,428.3517652,366.9068561,235.251863,300.9760882,294.7079494,567.9589474,615.6345422,416.3667698,535.4954443,630.7425584,502.1396324,635.3258178,466.1362138,648.2895736,536.553907,470.8819444,3178.292085,2870.193835,2795.370889,2235.552625,2147.35195,1883.527778,1453.512054,1263.379335,783.6674908,1372.358786,963.7934535,1774.55119,1313.478227,1318.765132,1053.418058,1376.143357,555.9654406,409.9097114,657.8404554,607.0389723,802.1810268,475.9863558,766.7032018,839.8666521,1016.994457,408.513475,574.273684,697.973946,397.3844981,548.7369273,516.9275958,526.5192923,754.7992477,408.7864014,596.4079838,384.8217971,585.8828154,622.9647922,485.0651355,702.1666378
Sobic.003G212800,Sorg_cytoskeleton,118.6358865,111.506994,67.36137857,73.84774559,53.25401033,79.70657914,51.15303373,48.10084379,63.34734679,48.74070464,32.04489603,19.67864842,43.14363365,13.90399442,14.31813661,20.88296889,70.5007604,58.00337502,47.30320903,23.9353481,14.01136498,20.41764529,82.28236722,27.17093136,36.52709856,36.30436498,31.03540088,51.10996194,45.97173795,74.81856873,42.80744949,30.81015994,17.94841492,42.80744949,33.26081522,21.41088079,17.55618435,15.61878437,14.57838837,16.606389,20.79604802,6.947540216,2.970864003,2.576645387,5.678978224,1.882272929,0,3.041218156,0,1.906404633,0,9.055422009,5.580823045,37.01255459,4.866996842,2.417879047,1.499624027,8.210670348,7.728425817,156.1212864,202.584522,277.4143398,118.5345974,168.9033062,128.4744891,90.10192676,98.61401978,91.66304727,88.8689384,97.08906071,90.60101813,120.8347847,110.0845627,55.23936973,53.32585137,39.66668554,32.65624223,60.11258865,14.9756455,13.0642759,8.626844784,9.890169195,26.27238317,46.43208884,38.79926134,26.28178295,51.36893939,28.4743841,13.33208808,15.64577482,21.27187429,13.53183814,1.159807745,4.495293026,5.661907148,7.703590093,39.48991223,46.91654854,28.57953998,54.61149703,82.7806158,96.10224742,70.60237541,79.51821239,53.1640905,58.1510835,54.29076992,66.16820394,42.44344057,39.10438293,62.36407577,31.46446173,45.92435798,29.6392696,10.52903727,16.68948664,61.83574634,36.35276773,24.78326023,10.68044437,18.13575577,34.41280958,3.745208506,15.88865457,8.261086745,16.94461543,31.80440901,13.32527611,45.80563662,39.18079719,19.62008102,46.49214135,28.38192542,13.59192956,11.90850018,18.618067,4.527711004,3.859688069,40.86063919,41.50145951,3.775685694,3.352467122,4.066630682,5.443721901,1.512873717,0,0.929678074,0.935681956,3.488014403,1.519586751,0,0,0,0,0,7.216581524,1.3972758,3.913146353,270.5477656,263.5048271,219.2215407,215.6314559,185.6540473,158.6529462,97.1953349,64.63085512,43.61279949,85.25259123,49.56652047,122.2304969,81.81092958,107.925846,43.43991992,54.75371447,41.56750958,24.24197218,29.15285255,17.06963718,43.72475198,21.0556967,31.78543425,30.97316889,17.19555845,15.59211737,44.95293026,30.53337836,24.91438859,12.19415394,16.50693163,13.57008485,12.14619479,2.66599827,12.74376034,16.79222387,55.94636964,20.9048588,12.76487199,54.76508596
Sobic.003G226700,Sorg_cytoskeleton,1829.336077,1915.770764,1528.585129,1731.319369,1504.425792,1480.089862,1635.070185,1578.8891,1582.275951,1382.767114,1401.074065,1047.18522,1369.5022,713.7383804,664.6386641,748.3063854,633.4545934,594.7982456,758.2847751,629.6837732,492.3993978,683.9911171,965.2354616,597.76049,578.081038,581.8252177,638.9011837,689.5655521,567.4225941,707.8074121,515.4016919,432.3692445,339.9640944,183.4604978,230.6798475,420.6608344,351.1236869,327.0182978,293.0256063,338.355176,317.8824483,314.1280683,290.1543843,255.0878933,141.0279592,45.1745503,58.04399932,83.12662959,261.4056637,19.06404633,34.41662052,215.8208912,198.1192181,287.8754246,150.8769021,229.6985095,199.4499956,398.2175119,278.2233294,2476.536858,2250.939133,2610.00658,1778.01896,1660.882511,1748.170727,1257.45189,1237.985233,1309.894514,1053.590636,855.5973475,873.0643565,1138.587559,872.4042511,1344.607097,1034.717208,322.4517663,400.3023241,583.9508612,287.9408204,291.9581658,316.3176421,652.7511669,694.1972014,801.4582291,545.5411291,329.6173611,644.0874709,283.6892342,228.1268406,292.3524781,251.3948779,159.2593258,313.1480911,256.2317025,213.2651692,292.7364235,338.4849619,556.1327461,430.0540302,514.2582637,1391.144375,1404.923331,1377.344646,1168.342892,1208.669323,1075.085885,1405.769002,1286.201115,946.5688067,986.7339293,1141.129897,902.7045571,1068.842249,839.4606035,715.9745342,191.9290963,536.2746142,424.8729728,384.5994829,355.5959714,327.739015,312.0094735,177.2732026,352.4392468,232.4905841,247.9264783,295.0742391,210.5393625,395.7607004,372.5737624,297.5712288,303.9870781,230.9256659,195.5146791,191.5283778,249.4820977,213.934345,242.1954263,449.4670311,362.8717357,391.0531612,341.9516464,257.5532766,131.73807,98.33679161,84.14385262,152.4672041,208.1892352,137.7765689,94.21437856,362.0126227,243.597126,423.4912562,376.0320653,350.1294637,475.091617,463.8955654,352.1831717,2610.141777,2308.916736,2413.80691,1722.453678,1479.183499,1773.105327,1057.367431,866.3612246,625.5710926,866.3881223,469.0461474,868.1310594,731.0444533,777.6574656,551.143984,713.0150373,296.1685057,243.8889322,296.5985868,268.8467856,536.4690724,322.8540161,397.7995256,516.668368,619.0401043,178.7896125,228.1361211,327.2796493,189.3493533,251.3871735,232.8346146,210.3363152,355.7099903,191.9518754,335.1608969,249.0846541,289.0562431,340.7491984,289.3370984,352.0612669
Sobic.003G260700,Sorg_cytoskeleton,388.129752,209.5794104,167.1080353,207.5942182,170.412833,174.128219,152.5456542,159.4922715,192.857478,125.5240065,105.6294721,68.87526949,112.1734475,48.200514,52.65379271,54.52775211,195.7185289,125.4982114,144.7764882,72.72663463,63.0511424,58.7007302,180.3882666,68.41252361,74.64233183,100.3146927,75.98322285,124.8423661,80.12217186,162.7006971,99.31328283,89.34946383,79.18418348,67.26884921,107.2929523,69.27049668,52.66855304,65.40365955,58.31355349,40.4780732,66.84444006,32.75268959,40.60180804,32.20806734,14.19744556,15.05818343,7.255499914,10.13739385,14.81051919,7.625618534,10.95074289,13.58313301,19.53288066,32.90004852,14.60099053,4.835758094,22.4943604,32.02161436,35.32994659,334.9053402,490.8499529,796.4103338,291.7774704,446.5701049,370.5112498,217.3046469,229.0879536,276.4675781,216.2477501,222.0912264,244.8473796,270.3211163,208.0789133,191.3168415,141.8761183,78.05380057,104.2892897,101.6188999,65.34827129,44.30493567,64.70133588,47.2530306,88.92191226,121.1271883,119.9249896,65.70445736,96.15211733,68.5494432,47.40297986,46.49030234,63.81562286,29.14549753,12.75788519,34.83852095,90.59051436,28.88846285,93.08336453,99.55462738,111.596299,135.3910031,256.9424309,240.2556185,238.1334357,245.2609924,199.6365847,174.4532505,186.0363716,207.5687493,137.7409769,129.0444637,229.5528746,138.8776242,195.0212462,88.9178088,79.55272602,76.29479606,190.43221,113.6023991,101.8867365,53.40222185,38.86233379,94.06167952,27.46486238,36.11057856,41.30543372,42.80744949,90.11249218,49.3035216,128.2557825,128.9404417,60.49524981,145.436955,68.37463851,60.64091652,40.6873756,80.67829032,44.14518229,34.73719262,91.07491869,85.131199,38.29624061,26.81973697,23.04424053,32.66233141,12.8594266,19.41781214,29.74969837,16.84227521,26.16010802,31.91132177,17.70232874,34.79958943,13.44416686,25.81712687,15.81910228,49.31330708,26.54824019,28.69640659,535.9422405,740.8857696,583.0108,541.6766092,436.9151639,486.1126273,273.9141256,215.4361837,159.4592981,277.2441991,145.9458658,289.3770198,207.9048394,313.4284842,202.2671271,152.0936513,85.73298851,83.7449948,107.7388029,42.67409295,100.9032738,76.56616983,99.20908264,102.7950098,71.23874217,41.57897964,87.658214,92.07721913,58.5488132,56.28071049,54.73351015,51.56632245,69.40682737,11.55265917,53.52379341,61.57148754,127.4333975,106.6147799,79.42587015,140.8245067
Sobic.003G292700,Sorg_cytoskeleton,2878.018727,2445.093121,2200.903504,2091.532261,2036.30022,1661.575611,2221.503179,2034.581305,2204.487668,1633.147446,1758.908738,1325.497533,1526.051956,895.4172408,748.6999823,1018.624816,1063.824907,880.5966934,977.5996533,1098.264242,817.6632277,1057.889246,1282.761007,811.7315745,708.3080851,1012.700707,1122.625363,954.3319123,772.3251976,899.010421,792.7939646,623.3922362,356.8567202,152.8837482,258.5760151,642.3264237,526.6855304,521.2769284,311.9775112,415.6786747,332.7367683,404.942344,433.7461444,342.6938364,337.8992044,234.0292675,223.4693974,186.5280469,410.2513815,175.3892263,204.9353313,338.0690883,239.9753909,283.7629185,309.0542995,198.2660819,322.4191658,546.0095781,452.6649407,2253.686312,2974.870203,3532.40926,2306.865625,2779.227129,2810.379449,992.4462227,1461.004631,1830.304073,1553.231557,779.1397122,1397.202478,1005.29558,773.1372466,1411.972182,931.979329,378.7528684,493.003915,618.3009119,306.3200217,357.8475573,335.0091391,705.4987359,877.0934072,915.5196648,623.1396518,466.5016473,720.4823038,651.7470138,388.1118976,481.4428425,417.7022587,263.3503884,474.3613677,206.7834792,217.039774,177.1825721,279.2500936,802.1585493,673.6605853,675.8172757,1928.680841,2413.996929,1964.900007,1452.40494,1384.436316,1436.757258,2055.086611,1737.595164,1491.126157,1622.180152,1669.234198,991.6730351,1414.218585,740.0256345,780.3186508,503.0688115,928.630633,778.1764341,687.5059969,635.1723093,641.2285076,598.7828867,438.8135966,553.2140636,459.080392,634.0853456,818.9635319,643.610836,729.225735,624.7556207,582.0624035,444.6556083,380.5758181,291.7037191,504.1265074,563.5068278,577.283153,457.3730362,859.5503136,801.2974105,544.7775073,565.4494545,455.4626364,362.5518786,177.7626618,307.4486922,330.9653943,461.7590454,362.7534979,308.4761104,648.7903483,300.1464588,468.5292152,405.2166435,385.9860956,657.9116823,592.444939,493.0564404,3294.241127,2827.654939,2905.57415,2827.889636,2614.976806,2579.062294,1355.58039,1043.326661,735.9659913,1289.878636,735.2367203,2259.791536,1110.076742,1253.713937,819.9284885,1059.788562,444.2527586,315.1456383,470.2481868,652.9136222,899.7208581,400.0582374,826.4212904,812.0356888,996.1141361,469.84247,643.9507259,676.0280803,355.0300375,513.0924773,529.0905981,534.6613433,662.8352014,385.6810831,577.2923433,277.0716939,306.1509672,667.9102386,602.7856217,782.3583708
Sobic.003G328800,Sorg_cytoskeleton,25319.2416,27410.56865,26322.75409,26463.7499,23598.849,25669.19725,21519.8986,25662.2221,17975.16158,18508.78182,14198.85606,19505.75744,18624.49031,15872.80003,16162.86686,14187.65703,7106.897548,8712.106927,15602.89183,11111.52506,6318.124793,12480.28568,23835.51394,11399.66129,12182.58144,11016.46401,8019.975663,9371.556136,9703.977142,8778.712064,9196.752449,6549.212998,4867.187811,4427.513348,3656.543815,5831.316356,5871.289651,4635.850436,4982.893146,7998.571054,6035.310222,6100.932815,3658.123875,5199.670391,2802.575754,1782.512464,1710.84688,2517.114894,4906.725007,257.3646255,693.025586,2873.587251,3210.368457,5950.796276,1788.621339,3675.176152,3299.172859,4446.89906,4329.022519,35053.00592,30304.17572,27224.74977,25135.84753,21055.3326,22363.73785,26395.88946,21016.92332,23547.05409,13210.86141,22335.33842,14468.45846,19565.26936,20365.00777,14021.3688,12260.05354,8807.28376,9171.136931,9174.32603,7642.344185,5810.762716,6011.473007,9687.97018,8811.353124,9203.647523,9697.463865,5089.905297,7481.425019,3161.711242,3005.645192,3995.036846,3140.502167,2257.735148,3413.314193,2723.02375,3546.241177,3535.947853,5683.726653,6755.982989,5326.68188,5832.052787,17415.10643,19721.55406,18548.08167,14639.49451,16746.68851,14411.54047,18387.19796,13968.74234,10972.0298,11788.66797,11739.04209,10257.41452,10681.50238,10552.53608,11880.26372,4551.461428,9658.415246,7789.716509,9037.628899,7071.082435,6535.349133,7357.458689,4612.848476,9317.973692,4595.524541,4393.114504,6438.625912,4201.459557,8823.997838,5458.953616,4069.531805,4028.126811,3834.140107,3287.155889,3462.396426,3512.60864,2902.262754,5790.497026,11587.19114,7146.764156,6188.888237,6264.643561,4240.140258,3085.501574,5169.489491,2859.272838,4144.504854,3917.23251,2814.827623,2727.658218,4958.42228,2962.31505,5562.52404,5387.92213,5371.112526,6154.541276,5590.500474,4694.471241,35154.46134,31144.37995,31520.5026,24602.76973,24486.32641,20530.96047,22988.16936,19084.56822,12008.51176,19134.0084,11711.46731,20787.28409,15154.53651,18436.09999,13827.46951,14478.09886,11103.721,6524.763542,7663.397675,8407.863164,7732.554216,6670.189495,8575.324881,8968.752383,6865.94084,3751.463438,4999.889668,5691.612561,3544.071778,3594.461377,4277.032864,3969.24982,4003.038769,2853.506815,4930.560874,4463.932846,3855.637307,4246.822065,3045.131129,3705.444834
